name,tier,lines,quests,aliases,removed_content_only,formats,wiki_url,image_url,appears_in
Military Recruiter,uncommon,24,1,,False,quest,,,The Strong Survive
Darnes,uncommon,23,1,,True,quest,https://wynncraft.wiki.gg/wiki/Darnes,https://wynncraft.wiki.gg/images/Darnes.png?736945,A Fighting Species
Elder Prometheus,uncommon,23,1,,False,quest,https://wynncraft.wiki.gg/wiki/Elder_Prometheus,https://wynncraft.wiki.gg/images/ElderPrometheus.png?8e642c,Aldorei's Secret Part II
Detective Hart,uncommon,23,2,,False,quest,https://wynncraft.wiki.gg/wiki/Detective_Hart,https://wynncraft.wiki.gg/images/Detective_Hart.png?31dfef,An Iron Heart Part II | An Iron Heart Part II (1.19)
Daxe,uncommon,23,2,,False,quest,https://wynncraft.wiki.gg/wiki/Daxe,https://wynncraft.wiki.gg/images/Daxe.png?e5fd70,An Iron Heart Part II | An Iron Heart Part II (1.19)
Lodog,uncommon,23,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Lodog,https://wynncraft.wiki.gg/images/Lodog.png?869cbd,From the Bottom | From the Bottom (1.20) | Lodog
Lieutenant Van,uncommon,23,3,Vagrant Van,False,"quest,template",https://wynncraft.wiki.gg/wiki/Lieutenant_Van,https://wynncraft.wiki.gg/images/LieutenantVan.png?38f5f8,Lieutenant Van | Non-Quest NPCs | Taking the Tower
Mei,uncommon,23,1,,False,quest,,,The Feathers Fly Part II
Heliorion,uncommon,23,1,,True,quest,https://wynncraft.wiki.gg/wiki/Heliorion,https://wynncraft.wiki.gg/images/Heliorion2.png?98b253,The Realm of Light (Quest) (1.19)
Fredris,uncommon,23,2,,False,quest,https://wynncraft.wiki.gg/wiki/Fredris,https://wynncraft.wiki.gg/images/Fredris.png?9328d1,Underice | Underice (1.14)
Mother Aris,uncommon,23,1,,False,quest,,https://wynncraft.wiki.gg/images/MotherAris.png?977ffb,Undersupply
Almuj Citizen (A Sandy Scandal),uncommon,22,4,Almuj Citizen,False,"quest,template",https://wynncraft.wiki.gg/wiki/Almuj_Citizen_%28A_Sandy_Scandal%29,https://wynncraft.wiki.gg/images/AlmujCitizen%28QuestNPC%29.png?a841ab,A Sandy Scandal | Almuj Citizen (A Sandy Scandal) | Almuj Citizen (NPC) | Citizen
Duvale,uncommon,22,2,,False,quest,https://wynncraft.wiki.gg/wiki/Duvale,https://wynncraft.wiki.gg/images/Duvale.png?121553,An Iron Heart Part I | An Iron Heart Part I (1.19)
Big Butch,uncommon,22,2,,True,quest,https://wynncraft.wiki.gg/wiki/Big_Butch,https://wynncraft.wiki.gg/images/BigButch.png?9c89b0,Big Butch | The Hunger of Gerts Part 2 (1.20)
Colonel Gailard,uncommon,22,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Colonel_Gailard,https://wynncraft.wiki.gg/images/ColonelGailard.png?aab11a,Colonel Gailard | Lava Springs
Slykaar,uncommon,22,3,,False,template,https://wynncraft.wiki.gg/wiki/Slykaar,https://wynncraft.wiki.gg/images/Slykaar%28Phase1%29.png?623693,Corrupted Betrayal | Slykaar | Undergrowth Ruins
Private,uncommon,22,3,,False,quest,,https://wynncraft.wiki.gg/images/Private.png?ed16e9,Citizen | General's Orders | General's Orders (1.20)
Dohstaj,uncommon,22,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Dohstaj,https://wynncraft.wiki.gg/images/Dohstaj.png?661b15,Dohstaj | From the Bottom | From the Bottom (1.20)
Prisoner,uncommon,22,1,,False,quest,,https://wynncraft.wiki.gg/images/Prisoner.png?449d05,Forbidden Prison (Quest)
The Warden,uncommon,22,1,,False,quest,,https://wynncraft.wiki.gg/images/TheWarden.png?158d10,Forbidden Prison (Quest)
Harker,uncommon,22,1,,True,quest,https://wynncraft.wiki.gg/wiki/Harker,https://wynncraft.wiki.gg/images/Harker.png?9fce8a,Eye of the Storm
Yodbon,uncommon,22,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Yodbon,https://wynncraft.wiki.gg/images/Yodbon.png?3d5c3e,Green Gloop | Yodbon
General Elix,uncommon,22,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/General_Elix,https://wynncraft.wiki.gg/images/GeneralElix.png?6cc279,General Elix | The Breaking Point
Jared Kids,uncommon,22,2,Jared,False,quest,https://wynncraft.wiki.gg/wiki/Jared_Kids,,Jared (Avalanche) | World Encounters
Detective Lorias,uncommon,22,2,Captain Lorias,False,quest,https://wynncraft.wiki.gg/wiki/Detective_Lorias,https://wynncraft.wiki.gg/images/DetectiveLorias.png?d053b1,Murder Mystery | Murder Mystery (1.20)
Captain Olof,uncommon,22,1,,False,quest,https://wynncraft.wiki.gg/wiki/Captain_Olof,https://wynncraft.wiki.gg/images/CaptainOlof.png?47e1e9,One Thousand Meters Under
Ooni,uncommon,22,2,,True,quest,,,Prison Story | Prison Story (1.14)
Buendo,uncommon,22,1,,True,quest,https://wynncraft.wiki.gg/wiki/Buendo,https://wynncraft.wiki.gg/images/Buendo.png?9082e8,Out of My Mind (1.15)
Edwin,uncommon,22,3,,False,quest,,https://wynncraft.wiki.gg/images/Edwin.png?e43f1d,Recover the Past | Recover the Past (2.0.2) | Recover the Past (2.2.2)
Volmor,uncommon,21,2,Dramele,False,"quest,template",,https://wynncraft.wiki.gg/images/Volmor.png?95cb49,A Marauder's Dues | A Marauder's Dues (1.20)
Robboss,uncommon,21,1,,False,quest,,https://wynncraft.wiki.gg/images/Robboss.png?9fd1ee,A People's Sovereign
Captain Goruca,uncommon,21,2,,False,quest,https://wynncraft.wiki.gg/wiki/Captain_Goruca,https://wynncraft.wiki.gg/images/CaptainGoruca.png?7d3b06,All Roads to Peace | Captain Goruca
Dusk Garden,uncommon,21,3,,False,quest,,,Apotheosis (Quest) | Ensemble of Hope | Overture to Despair
Wedyf,uncommon,21,1,,False,quest,https://wynncraft.wiki.gg/wiki/Wedyf,https://wynncraft.wiki.gg/images/Wedyf.png?4c5b13,Bob's Lost Soul
Takan,uncommon,21,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Takan,https://wynncraft.wiki.gg/images/Takan.png?e1c3e8,Beyond the Grave | The Mercenary | The Mercenary (2.0.4)
Suspicious Cow,uncommon,21,1,,False,quest,,https://wynncraft.wiki.gg/images/SuspiciousCow.png?ee441d,Cowfusion
Tavern Owner,uncommon,21,1,,False,quest,,https://wynncraft.wiki.gg/images/TavernOwner.png?401ade,Fantastic Voyage
Telvu,uncommon,21,1,,False,template,https://wynncraft.wiki.gg/wiki/Telvu,https://wynncraft.wiki.gg/images/Telvu.png?9c0d9f,Fate of the Fallen
Newspaper Merchant,uncommon,21,2,,False,quest,,,Ensemble of Hope | Overture to Despair
Alein,uncommon,21,1,,True,quest,,https://wynncraft.wiki.gg/images/Alein.png?f0eb60,Frost Bitten
Scientist Ynnos,uncommon,21,1,,False,quest,https://wynncraft.wiki.gg/wiki/Scientist_Ynnos,https://wynncraft.wiki.gg/images/Ynnos.png?cea9fe,One Thousand Meters Under
Batelu,uncommon,21,1,,False,quest,https://wynncraft.wiki.gg/wiki/Batelu,https://wynncraft.wiki.gg/images/Batelu.png?a933f5,Reincarnation
Roughworks Citizen,uncommon,21,1,,False,template,https://wynncraft.wiki.gg/wiki/Roughworks_Citizen,,Roughworks Citizen
Likeru,uncommon,21,2,,False,quest,https://wynncraft.wiki.gg/wiki/Likeru,https://wynncraft.wiki.gg/images/Likeru.png?a5158e,Shattered Minds | Shattered Minds (1.19)
Professor Eih,uncommon,21,1,,False,quest,,,Shattered Minds
Skyraider Elie,uncommon,21,1,Elie,False,quest,https://wynncraft.wiki.gg/wiki/Skyraider_Elie,https://wynncraft.wiki.gg/images/SkyraiderElie.png?16ba2e,Skyraider Elie
Military Scout,uncommon,21,1,,False,template,,,The Mercenary
Marseled,uncommon,21,1,,False,quest,,,The Scarred Springs
Elder Alder,uncommon,20,1,,False,quest,,https://wynncraft.wiki.gg/images/ElderAlder.png?28b343,Aldorei's Secret Part II
Onluk,uncommon,20,1,,False,quest,https://wynncraft.wiki.gg/wiki/Onluk,https://wynncraft.wiki.gg/images/Onluk.png?543743,All Roads to Peace
Cheese Merchant,uncommon,20,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Cheese_Merchant,https://wynncraft.wiki.gg/images/CheeseMerchant.png?fcebb0,Cheese Merchant | World Encounters
Nemract Citizen,uncommon,20,2,,False,"quest,template",,,Citizen | Nemract Citizen (NPC)
Karoc Miner,uncommon,20,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Karoc_Miner,https://wynncraft.wiki.gg/images/KarocMiner.png?a771e1,Citizen | Karoc Miner
Dobile,uncommon,20,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Dobile,https://wynncraft.wiki.gg/images/Dobile.png?39c740,Dobile | From the Bottom | From the Bottom (1.20)
Dorroc,uncommon,20,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Dorroc,https://wynncraft.wiki.gg/images/Dorroc.png?954665,Dorroc | From the Bottom | From the Bottom (1.20)
Eluzterp,uncommon,20,2,,False,template,https://wynncraft.wiki.gg/wiki/Eluzterp,https://wynncraft.wiki.gg/images/Eluzterp.png?9e1507,Eluzterp | Green Gloop
Jiro,uncommon,20,4,,False,quest,https://wynncraft.wiki.gg/wiki/Jiro,https://wynncraft.wiki.gg/images/JiroPortraitNeutral.png?d43ee6,Echoes of Change | Solidarity of Steel | The Cursed One | The Price of Ingenuity
Syni,uncommon,20,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Syni,https://wynncraft.wiki.gg/images/Syni.png?4bffc1,From the Bottom | From the Bottom (1.20) | Syni
Rynver,uncommon,20,1,,True,quest,https://wynncraft.wiki.gg/wiki/Rynver,https://wynncraft.wiki.gg/images/Rynver.png?d7650a,From the Mountains (1.19)
Orphion,uncommon,20,1,,False,template,https://wynncraft.wiki.gg/wiki/Orphion,https://wynncraft.wiki.gg/images/Orphion%2CLightIncarnate.png?4920da,Orphion's Nexus of Light
Weaponsmith,uncommon,20,1,,False,quest,,https://wynncraft.wiki.gg/images/Weaponsmith.png?433f91,The Feathers Fly Part II
Niren,uncommon,20,1,,False,quest,,https://wynncraft.wiki.gg/images/Niren.png?f696fe,The Strong Survive
Child,uncommon,19,5,,False,"quest,template",,https://wynncraft.wiki.gg/images/Child.png?89a5f8,Afelis | Citizen | Maltic's Well | Murder Mystery | Ragni Ball
Tarod,uncommon,19,2,,False,quest,https://wynncraft.wiki.gg/wiki/Tarod,https://wynncraft.wiki.gg/images/Tarod.png?6c20f6,Bob's Lost Soul | Tarod
Javier,uncommon,19,1,,False,quest,https://wynncraft.wiki.gg/wiki/Javier,https://wynncraft.wiki.gg/images/Javier.png?31767b,Beneath the Depths
Ranol,uncommon,19,2,,False,quest,https://wynncraft.wiki.gg/wiki/Ranol,https://wynncraft.wiki.gg/images/Ranol.png?52435b,Cowfusion | Cowfusion (1.20)
Phinas,uncommon,19,1,,False,quest,https://wynncraft.wiki.gg/wiki/Phinas,https://wynncraft.wiki.gg/images/Phinas.png?dba4d1,Desperate Metal
Dwarf Salesman,uncommon,19,1,,False,quest,https://wynncraft.wiki.gg/wiki/Dwarf_Salesman,https://wynncraft.wiki.gg/images/DwarfSalesman.png?45387b,Dwarf Salesman
Elder,uncommon,19,1,,False,quest,,https://wynncraft.wiki.gg/images/Elder.png?de7181,Finding the Light
Atisun,uncommon,19,1,,False,quest,https://wynncraft.wiki.gg/wiki/Atisun,https://wynncraft.wiki.gg/images/Atisun.png?5feb5c,Memory Paranoia
Gana,uncommon,19,2,,False,quest,https://wynncraft.wiki.gg/wiki/Gana,https://wynncraft.wiki.gg/images/Gana.png?5a6c97,The Canyon Guides | The Canyon Guides (1.20)
Corkus Guard,uncommon,18,3,,False,"quest,template",,https://wynncraft.wiki.gg/images/CorkusGuard.png?ec45d6,A Hunter's Calling | Citizen | Corkus Guard (NPC)
Private Cob,uncommon,18,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Private_Cob,https://wynncraft.wiki.gg/images/PrivateCob.png?b4ec3b,Arachnids' Ascent | Arachnids' Ascent (2.0.2) | Private Cob
Troms Guard,uncommon,18,4,,False,"quest,template",,https://wynncraft.wiki.gg/images/TromsGuard%28WynnExcavationSiteD%29.png?843086,Citizen | Corrupted Betrayal | Troms Guard (Slykaar's Residence) | WynnExcavation Site D
Pirate,uncommon,18,3,,False,"quest,template",,https://wynncraft.wiki.gg/images/Pirate.png?799038,Citizen | Misadventure on the Sea | Pirate (NPC)
Timasca Soldier,uncommon,18,2,,False,quest,,,Echoes of Change | Solidarity of Steel
Ollie,uncommon,18,1,,True,quest,https://wynncraft.wiki.gg/wiki/Ollie,https://wynncraft.wiki.gg/images/Ollie%28discovery%29.png?be9808,Finding The Light (1.19)
Sain,uncommon,18,1,,False,template,,,Prince of Troms
Reddy,uncommon,18,1,,True,quest,https://wynncraft.wiki.gg/wiki/Reddy,https://wynncraft.wiki.gg/images/Reddy.png?174188,Reddy
Alchemist,uncommon,18,2,,True,quest,,https://wynncraft.wiki.gg/images/Alchemist.png?83bba8,Recover the Past (2.0.2) | Recover the Past (2.2.2)
Roughworks Labourer,uncommon,18,1,,False,template,https://wynncraft.wiki.gg/wiki/Roughworks_Labourer,,Roughworks Labourer
Skyraider Mercenary,uncommon,18,1,,False,quest,https://wynncraft.wiki.gg/wiki/Skyraider_Mercenary,https://wynncraft.wiki.gg/images/SkyraiderMercenary.png?42486d,Skyraider Mercenary
Skyraider Lookout,uncommon,18,1,,False,quest,https://wynncraft.wiki.gg/wiki/Skyraider_Lookout,https://wynncraft.wiki.gg/images/SkyraiderLookout.png?922d3f,Skyraider Lookout
Relic Hunter,uncommon,18,1,,True,quest,,,The Relic Shrines
????,uncommon,17,5,,False,"quest,template",,,A Marauder's Dues (1.20) | Gale | The Qira Hive (Quest) | Unknown Area | Yansur
Blacksmith Dren,uncommon,17,1,Dren,False,quest,https://wynncraft.wiki.gg/wiki/Blacksmith_Dren,https://wynncraft.wiki.gg/images/BlacksmithDren.png?22be25,A Journey Beyond
Representative Ernold,uncommon,17,2,,False,quest,,https://wynncraft.wiki.gg/images/RepresentativeErnold.png?aac980,Fallen Delivery | Fallen Delivery (1.20)
Gracen,uncommon,17,1,,False,template,https://wynncraft.wiki.gg/wiki/Gracen,https://wynncraft.wiki.gg/images/Gracen.png?3abed2,Lost in the Jungle
Old Fisherman,uncommon,17,1,,False,quest,https://wynncraft.wiki.gg/wiki/Old_Fisherman,https://wynncraft.wiki.gg/images/OldFisherman.png?1b9e98,Old Fisherman
Imperial Guard,uncommon,17,1,,True,quest,,https://wynncraft.wiki.gg/images/ImperialGuard.png?9458fd,Recover the Past (2.0.2)
Gordon,uncommon,17,1,,False,quest,,https://wynncraft.wiki.gg/images/Gordon.png?262f4b,The Lost
Tesha,uncommon,17,2,,False,quest,https://wynncraft.wiki.gg/wiki/Tesha,https://wynncraft.wiki.gg/images/Tesha.png?580e50,Tesha | WynnExcavation Site A
Headmaster,uncommon,17,1,,False,quest,,,The Order of the Grook
Military Guard,uncommon,17,1,,False,quest,,,The Strong Survive
Ankou,uncommon,17,1,,False,quest,https://wynncraft.wiki.gg/wiki/Ankou,https://wynncraft.wiki.gg/images/Ankou.png?24dcbd,Tower of Ascension (Quest)
Kansard,uncommon,16,2,,True,quest,https://wynncraft.wiki.gg/wiki/Kansard,https://wynncraft.wiki.gg/images/KansardAd1.png?1b627c,Aldorei's Secret Part I (1.19) | Aldorei's Secret Part II (1.20)
Corak,uncommon,16,2,,True,quest,https://wynncraft.wiki.gg/wiki/Corak,https://wynncraft.wiki.gg/images/Corak.png?fbd683,Aldorei's Secret Part I (1.19) | Aldorei's Secret Part II (1.20)
Korben,uncommon,16,1,,False,quest,,,Aldorei's Secret Part I
Ahmas,uncommon,16,2,,True,quest,https://wynncraft.wiki.gg/wiki/Ahmas,https://wynncraft.wiki.gg/images/Ahmas.png?f09824,Ahmas | Reclaiming the House (1.19)
Paxon,uncommon,16,1,,False,quest,,,A Journey Home
Bassow,uncommon,16,1,,False,quest,,https://wynncraft.wiki.gg/images/Bassow.png?3740ad,A People's Sovereign
Nawild,uncommon,16,1,,False,quest,,https://wynncraft.wiki.gg/images/Nawild.png?50a49b,A People's Sovereign
Nunexetor,uncommon,16,1,,False,quest,https://wynncraft.wiki.gg/wiki/Nunexetor,https://wynncraft.wiki.gg/images/Nunexetor.png?4493ce,All Roads to Peace
Alekin Citizen,uncommon,16,2,,False,"quest,template",,,Alekin Citizen (NPC) | Citizen
Lynn,uncommon,16,2,,False,quest,,,An Unexpected Departure | The Strong Survive
Boat Captain,uncommon,16,2,,False,quest,https://wynncraft.wiki.gg/wiki/Boat_Captain,https://wynncraft.wiki.gg/images/BoatCaptain.png?b165b8,Boat Captain | The Order of the Grook
Zhight Tour Guide,uncommon,16,2,,False,quest,https://wynncraft.wiki.gg/wiki/Zhight_Tour_Guide,https://wynncraft.wiki.gg/images/Zhight_Tour_Guide.png?df5534,Citizen | Zhight Tour Guide
Scavenger Hunt Participant,uncommon,16,3,,False,"quest,template",,,Cinfras Citizen (NPC) | Citizen | Llevigar Citizen (NPC)
Aldwell Guard,uncommon,16,1,,False,quest,,https://wynncraft.wiki.gg/images/AldwellGuard.png?1735b4,Celebrations in Smoke
Racing Expert,uncommon,16,1,,False,quest,,,Celebrations in Smoke
Missing Child,uncommon,16,3,,False,quest,https://wynncraft.wiki.gg/wiki/Missing_Child,https://wynncraft.wiki.gg/images/MissingChild.png?4cea35,Flight in Distress | Flight in Distress (1.20) | Missing Child
Excavator Placardus,uncommon,16,2,,False,quest,https://wynncraft.wiki.gg/wiki/Excavator_Placardus,https://wynncraft.wiki.gg/images/ExcavatorPlacardus.png?9aa4ab,Excavator Placardus | WynnExcavation Site C
Ferndor,uncommon,16,2,,False,quest,https://wynncraft.wiki.gg/wiki/Ferndor,https://wynncraft.wiki.gg/images/Ferndor.png?9e98a1,Ferndor | Lost Soles
Valimare,uncommon,16,2,,False,quest,https://wynncraft.wiki.gg/wiki/Valimare,https://wynncraft.wiki.gg/images/Valimare.png?f45d69,Murder Mystery | Murder Mystery (1.20)
Rensa,uncommon,16,1,,False,quest,https://wynncraft.wiki.gg/wiki/Rensa,https://wynncraft.wiki.gg/images/Rensa.png?d4e011,Mixed Feelings
Mysterious Figure,uncommon,16,4,,False,quest,https://wynncraft.wiki.gg/wiki/Mysterious_Figure,https://wynncraft.wiki.gg/images/MysteriousFigure.png?2fa8b0,Mysterious Figure | Non-Quest NPCs | Shadowy Dealings | Siegfried (Festival of the Heroes)
Ticket Collector,uncommon,16,1,,False,quest,,,Off the Rails
Royal Captain,uncommon,16,1,,False,quest,,,Recover the Past
Disguised King,uncommon,16,1,,False,quest,,,Ragni's King
Kyren,uncommon,16,1,,False,quest,,,The Strong Survive
Squidward,uncommon,16,2,,False,quest,https://wynncraft.wiki.gg/wiki/Squidward,https://wynncraft.wiki.gg/images/Squidward.png?f18db3,Underice | Underice (1.14)
Sayrr,uncommon,16,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Sayrr,https://wynncraft.wiki.gg/images/Sayrr.png?35c75e,Underwater | Underwater (1.19)
Master Oshman,uncommon,16,1,,False,quest,,https://wynncraft.wiki.gg/images/MasterOshman.png?6822bb,Undersupply
Traitor Amadel,uncommon,16,2,,False,quest,,https://wynncraft.wiki.gg/images/TraitorAmadel.png?1b668a,WynnExcavation Site C | WynnExcavation Site D
Avos Chief,common,15,2,,False,quest,https://wynncraft.wiki.gg/wiki/Avos_Chief,https://wynncraft.wiki.gg/images/AvosChief.png?5d464c,A Hunter's Calling | The Feathers Fly Part I
Librarian,common,15,3,,False,"quest,template",,,"Citizen | Librarian (NPC, Llevigar) | The Grand Archive"
Leucsaa,common,15,2,,False,template,https://wynncraft.wiki.gg/wiki/Leucsaa,https://wynncraft.wiki.gg/images/Leucsaa.png?dd6382,Dwelling Walls | Leucsaa
Egpla,common,15,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Egpla,https://wynncraft.wiki.gg/images/Egpla.png?b8f9d4,Egpla | Royal Trials
Captured Prisoner,common,15,2,,False,quest,https://wynncraft.wiki.gg/wiki/Captured_Prisoner,https://wynncraft.wiki.gg/images/CapturedPrisoner.png?75bb90,Flight in Distress | Flight in Distress (1.20)
Ceyquin,common,15,1,,True,quest,https://wynncraft.wiki.gg/wiki/Ceyquin,https://wynncraft.wiki.gg/images/Ceyquin.png?2a3aff,Eye of the Storm
Winie,common,15,1,,False,quest,,https://wynncraft.wiki.gg/images/Winie.png?df4239,Hunger of the Gerts Part II
Tirack,common,15,3,,False,quest,https://wynncraft.wiki.gg/wiki/Tirack,,Jaspur | Tirack | World Encounters
Laen,common,15,3,,False,template,https://wynncraft.wiki.gg/wiki/Laen,https://wynncraft.wiki.gg/images/Laen.png?83d50f,Laen | Lost Tower | Lost Tower (1.11.2)
Businessman,common,15,1,,False,quest,,,Off the Rails
Clothes Merchant,common,15,1,,False,quest,,,Overture to Despair
Harnort,common,15,1,,False,quest,,,Rise of the Quartron
Scavenger Hunt Collector,common,15,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Scavenger_Hunt_Collector,https://wynncraft.wiki.gg/images/ScavengerHuntCollector.png?3c1c03,Scavenger Hunt Collector | The Hero of Gavel
Rayshyroth,common,15,1,,False,template,https://wynncraft.wiki.gg/wiki/Rayshyroth,https://wynncraft.wiki.gg/images/Rayshyroth.png?d7f010,Temple of the Legends (Quest)
Zhight,common,15,1,,False,quest,https://wynncraft.wiki.gg/wiki/Zhight,https://wynncraft.wiki.gg/images/Zhight.png?7796f4,Zhight Island (Quest)
Achper,common,14,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Achper,https://wynncraft.wiki.gg/images/Achper.png?3696f4,Achper | Wrath of the Mummy
Fiona,common,14,1,,False,quest,,,Aldorei's Secret Part I
Yunelsu,common,14,1,,False,quest,https://wynncraft.wiki.gg/wiki/Yunelsu,https://wynncraft.wiki.gg/images/Yunelsu.png?6dabdd,All Roads to Peace
Piere,common,14,2,,False,quest,https://wynncraft.wiki.gg/wiki/Piere,https://wynncraft.wiki.gg/images/Piere.png?ed8af6,Blazing Retribution | Green Skinned Trouble
Hermit,common,14,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Hermit,https://wynncraft.wiki.gg/images/Hermit.png?ee1504,Canyon Condor | Hermit
Detlas Citizen,common,14,1,,False,quest,,https://wynncraft.wiki.gg/images/DetlasCitizen.png?2dcfca,Citizen
Maltic Citizen,common,14,2,,False,"quest,template",,,Citizen | Maltic Citizen (NPC)
Lusuco Citizen,common,14,3,,False,"quest,template",,https://wynncraft.wiki.gg/images/LusucoCitizen.png?83975d,Citizen | Lost NPCs | Lusuco Citizen (NPC)
Veekhat,common,14,1,,True,quest,https://wynncraft.wiki.gg/wiki/Veekhat,https://wynncraft.wiki.gg/images/VeekhattheMinotaur.png?ff5fc1,Cowfusion (1.20)
Eltom Guard,common,14,2,,False,quest,https://wynncraft.wiki.gg/wiki/Eltom_Guard,https://wynncraft.wiki.gg/images/EltomGuard.png?7b0089,Eltom Guard | The Hidden City
Elder Desint,common,14,2,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Elder_Desint,https://wynncraft.wiki.gg/images/ElderDesint%28Frozen%29.png?8785b7,Elder Desint | The Breaking Point
Marden,common,14,2,,False,quest,https://wynncraft.wiki.gg/wiki/Marden,https://wynncraft.wiki.gg/images/Marden.png?43514f,Fallen Delivery | Fallen Delivery (1.20)
Event Airship Pilot,common,14,1,,False,template,https://wynncraft.wiki.gg/wiki/Event_Airship_Pilot,https://wynncraft.wiki.gg/images/EventAirshipPilot.png?b488aa,Event Airship Pilot
Private Tylas,common,14,2,Tylas,False,quest,https://wynncraft.wiki.gg/wiki/Private_Tylas,https://wynncraft.wiki.gg/images/PrivateTylas.png?38c728,General's Orders | General's Orders (1.20)
Yobon,common,14,3,,False,"quest,template",https://wynncraft.wiki.gg/wiki/Yobon,https://wynncraft.wiki.gg/images/Yobon.png?f6e350,From the Bottom | From the Bottom (1.20) | Yobon
Javen,common,14,1,,False,quest,https://wynncraft.wiki.gg/wiki/Javen,https://wynncraft.wiki.gg/images/Javen.png?58561b,Mixed Feelings
Espren Tourist,common,14,1,,False,quest,,,Overture to Despair
Marston,common,14,1,,False,quest,https://wynncraft.wiki.gg/wiki/Marston,https://wynncraft.wiki.gg/images/Marston.png?dee48e,Redbeard's Booty
Imperial Captain,common,14,1,,True,quest,,,Recover the Past (2.2.2)
Narder,common,14,1,,False,quest,https://wynncraft.wiki.gg/wiki/Narder,https://wynncraft.wiki.gg/images/Narder.png?c32443,The Hidden City
King Burtan,common,14,1,,True,quest,https://wynncraft.wiki.gg/wiki/King_Burtan,https://wynncraft.wiki.gg/images/KingBurtan.png?f2312f,The Belly of the Beast
Dolem,common,14,1,,True,quest,https://wynncraft.wiki.gg/wiki/Dolem,https://wynncraft.wiki.gg/images/Dolem.png?f7f40d,The Thanos Vaults
Excavator Vade,common,14,1,,False,quest,https://wynncraft.wiki.gg/wiki/Excavator_Vade,https://wynncraft.wiki.gg/images/ExcavatorVade.png?6977b6,WynnExcavation Site A
Legolus,common,13,1,,True,quest,https://wynncraft.wiki.gg/wiki/Legolus,https://wynncraft.wiki.gg/images/Legulus114.png?3419a0,Aldorei's Secret Part II (1.20)
Damys,common,13,1,,False,quest,,,Aldorei's Secret Part I
Scientist Urelix,common,13,1,,False,quest,,,A Hunter's Calling
Document Merchant,common,13,1,,True,quest,https://wynncraft.wiki.gg/wiki/Document_Merchant,https://wynncraft.wiki.gg/images/DocumentMerchant.png?3aa803,Acquiring Credentials (1.19)
Lieutenant,common,13,2,,False,quest,,https://wynncraft.wiki.gg/images/Lieutenant.png?f25dc6,Citizen | King's Recruit
Witch,common,13,2,,False,"quest,template",,https://wynncraft.wiki.gg/images/Witch.png?3b3c66,Death Whistle (Quest) | Maltic's Well
Bricot,common,13,2,,False,quest,https://wynncraft.wiki.gg/wiki/Bricot,https://wynncraft.wiki.gg/images/Bricot.png?adf208,Fallen Delivery | Fallen Delivery (1.20)
Sasha The Apothecary,common,13,1,Sasha,True,quest,https://wynncraft.wiki.gg/wiki/Sasha_The_Apothecary,https://wynncraft.wiki.gg/images/SashaTheApothecary%28Appearance1%29.png?e78329,Finding The Light (1.19)
Mysterious Leader,common,13,1,,False,quest,,https://wynncraft.wiki.gg/images/MysteriousLeader.png?47de73,Hollow Serenity
Adigard,common,13,1,,False,quest,https://wynncraft.wiki.gg/wiki/Adigard,https://wynncraft.wiki.gg/images/Adigard.png?5f87fe,Ice Nations
Lazing Dogun,common,13,1,,False,quest,https://wynncraft.wiki.gg/wiki/Lazing_Dogun,https://wynncraft.wiki.gg/images/LazingDogun.png?3e73cc,Lazing Dogun
Lumilda,common,13,2,,False,quest,https://wynncraft.wiki.gg/wiki/Lumilda,https://wynncraft.wiki.gg/images/Lumilda.png?1578a4,Lumilda | The Hidden City
Shopkeeper,common,13,3,,False,"quest,template",,https://wynncraft.wiki.gg/images/Shopkeeper.png?983585,Maex Black Market | Rymek Thief | The Feathers Fly Part I
Celuuse,common,13,1,,False,quest,https://wynncraft.wiki.gg/wiki/Celuuse,https://wynncraft.wiki.gg/images/Celuuse.png?97cd31,One Thousand Meters Under
Otenu,common,13,1,,False,template,https://wynncraft.wiki.gg/wiki/Otenu,https://wynncraft.wiki.gg/images/Otenu.png?76ad88,Otenu
Imperial Inquisitor,common,13,1,,True,quest,,https://wynncraft.wiki.gg/images/RoyalInquisitor.png?ca6b00,Recover the Past (2.2.2)
